Date,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA,MA10_,MA50_,EMA10_,EMA50_,RSI_,BB_upper_,BB_lower_,BB_middle_,ATR_,NVDA_Close,AMD_Close,INTC_Close,^GSPC_Close,^IXIC_Close,GDP,Interest_Rate
1999-01-22,0.03760909661650658,0.04477220721196326,0.03557899803521256,0.040116001039421055,2714688000,,,0.03760909661650658,0.03760909661650658,,,,,0.0,0.03760910406708717,10.78125,18.27056884765625,1225.18994140625,2338.8798828125,9411.682,4.63
1999-01-25,0.0415491946041584,0.04202600066890231,0.03760911421585325,0.04059374474264278,510480000,,,0.03832547806880691,0.03776361026308116,,,,,0.0,0.04154917225241661,10.71875,18.5186710357666,1233.97998046875,2369.31005859375,9411.682,4.63
1999-01-26,0.038325224071741104,0.042862227055495604,0.037728296198894125,0.04202598081319058,343200000,,,0.038325431887522216,0.037785634334009,,,,,0.0,0.03832521662116051,11.0,19.41357421875,1252.31005859375,2433.409912109375,9411.682,4.63
1999-01-27,0.03820602223277092,0.03939987460413053,0.03629512676196345,0.03844442516079815,244368000,,,0.038303721041203796,0.03780212013396045,,,,,0.0,0.03820602223277092,10.625,18.819917678833008,1243.1700439453125,2407.139892578125,9411.682,4.63
1999-01-28,0.03808591142296791,0.038444433046229076,0.03784750844604127,0.038206030069302434,227520000,,,0.03826411929243363,0.037813249204117605,,,,,0.0,0.03808590769767761,11.4375,19.449026107788086,1265.3699951171875,2477.340087890625,9411.682,4.63
1999-01-29,0.036295123398303986,0.03820601869201876,0.036295123398303986,0.03808590008145409,244032000,,,0.037906120038955514,0.03775371485879158,,,,,0.0,0.03629513084888458,11.46875,19.980669021606445,1279.6400146484375,2505.889892578125,9411.682,4.63
1999-02-01,0.03701215982437134,0.03725056268774795,0.036295116919372775,0.036295116919372775,154704000,,,0.03774358181812203,0.037724634269206477,,,,,0.0,0.03701215982437134,12.4375,19.546493530273438,1273.0,2510.090087890625,9411.682,4.76
1999-02-02,0.034146733582019806,0.037250565354969616,0.03307208459708093,0.036295119518182435,264096000,,,0.037089609411557985,0.03758432443833641,,,,,0.0,0.034146737307310104,12.15625,19.085742950439453,1261.989990234375,2463.419921875,9411.682,4.76
1999-02-03,0.034862857311964035,0.03534058188653223,0.03342968700411569,0.033669008724064184,75120000,,,0.03668474539344999,0.0374776002373022,,,,,0.0,0.03486286848783493,10.46875,19.670440673828125,1272.0699462890625,2493.409912109375,9411.682,4.76
1999-02-04,0.03677285462617874,0.03772830073530472,0.03486287102604428,0.035340595788536065,181920000,0.03728651776909828,,0.036700765253946124,0.037449963154513044,,,,,0.0,0.03677285090088844,9.46875,18.456010818481445,1248.489990234375,2410.070068359375,9411.682,4.76
1999-02-05,0.03784751147031784,0.038206033122227354,0.03641525576271049,0.03736978661249085,136848000,0.03731035925447941,,0.036909264566013705,0.03746555328454461,,,,,0.0,0.037847504019737244,8.40625,18.092559814453125,1239.4000244140625,2373.6201171875,9411.682,4.76
