Unnamed: 0,Close_NVDA,Open_NVDA,Lag_Close_1,Lag_Close_3,EMA10_,MA10_,MA50_,GDP,Interest_Rate,^GSPC_Close,^IXIC_Close,AMD_Close
2022-11-01,13.54300022125244,13.810999870300291,13.496999740600586,13.496999740600586,13.058876772104746,12.951699829101562,13.340219955444336,26734.277,3.78,3856.10009765625,10890.849609375,59.65999984741211
2022-11-02,13.218999862670898,13.850000381469728,13.54300022125244,13.496999740600586,13.08799006129859,13.068499851226807,13.260979957580568,26734.277,3.78,3759.68994140625,10524.7998046875,58.630001068115234
2022-11-03,13.42099952697754,13.04300022125244,13.218999862670898,13.496999740600586,13.14853723687658,13.191199779510498,13.184959945678711,26734.277,3.78,3719.889892578125,10342.9404296875,60.11000061035156
2022-11-04,14.156000137329102,13.986000061035156,13.42099952697754,13.54300022125244,13.331712309686129,13.36019983291626,13.109819946289065,26734.277,3.78,3770.550048828125,10475.25,62.18999862670898
2022-11-05,14.300999641418455,14.227999687194824,14.156000137329102,13.218999862670898,13.507946370001097,13.530399799346924,13.070639934539797,26734.277,3.78,3806.800048828125,10564.51953125,63.08000183105469
2022-11-06,14.300999641418455,14.227999687194824,14.300999641418455,13.42099952697754,13.507946370001097,13.530399799346924,13.070639934539797,26734.277,3.78,3806.800048828125,10564.51953125,63.08000183105469
2022-11-07,14.300999641418455,14.227999687194824,14.300999641418455,14.156000137329102,13.507946370001097,13.530399799346924,13.070639934539797,26734.277,3.78,3806.800048828125,10564.51953125,63.08000183105469
2022-11-08,14.60200023651123,14.800999641418455,14.300999641418455,14.300999641418455,13.70686525482112,13.664499855041504,13.04665994644165,26734.277,3.78,3828.110107421875,10616.2001953125,63.84999847412109
2022-11-09,13.776000022888184,14.161999702453612,14.60200023651123,14.300999641418455,13.719435212651495,13.752499866485596,13.012819938659668,26734.277,3.78,3748.570068359375,10353.169921875,59.91999816894531
2022-11-10,15.75,14.800000190734863,13.776000022888184,14.300999641418455,14.088628810351224,14.00989990234375,13.02593994140625,26734.277,3.78,3956.3701171875,11114.150390625,68.47000122070312
2022-11-11,16.32699966430664,15.807000160217283,15.75,14.60200023651123,14.495605329252207,14.259199905395509,13.07373992919922,26734.277,3.78,3992.929931640625,11323.330078125,72.37000274658203
2022-11-12,16.295000076293945,16.218000411987305,16.32699966430664,13.776000022888184,14.822768010532524,14.538999938964844,13.126699924468994,26734.277,3.78,3957.25,11196.2197265625,73.52999877929688
2022-11-13,16.295000076293945,16.218000411987305,16.295000076293945,15.75,14.822768010532524,14.538999938964844,13.126699924468994,26734.277,3.78,3957.25,11196.2197265625,73.52999877929688
2022-11-14,16.295000076293945,16.218000411987305,16.295000076293945,16.32699966430664,14.822768010532524,14.538999938964844,13.126699924468994,26734.277,3.78,3957.25,11196.2197265625,73.52999877929688
2022-11-15,16.666000366210938,16.722000122070312,16.295000076293945,16.295000076293945,15.157901166110417,14.851299953460693,13.190719928741457,26734.277,3.78,3991.72998046875,11358.41015625,76.37000274658203
2022-11-16,15.90999984741211,16.16200065612793,16.666000366210938,16.295000076293945,15.29464638089254,15.120399951934814,13.234639930725098,26734.277,3.78,3958.7900390625,11183.66015625,72.69999694824219
2022-11-17,15.677000045776367,15.71500015258789,15.90999984741211,16.295000076293945,15.364165229053237,15.346000003814698,13.268379936218262,26734.277,3.78,3946.56005859375,11144.9599609375,73.9000015258789
2022-11-18,15.409000396728516,15.965999603271484,15.677000045776367,16.666000366210938,15.372317077721464,15.47130002975464,13.288819942474364,26734.277,3.78,3965.340087890625,11146.0595703125,73.56999969482422
2022-11-19,15.31700038909912,15.147000312805176,15.409000396728516,15.90999984741211,15.362259497971948,15.572900104522706,13.305059947967528,26734.277,3.78,3949.93994140625,11024.509765625,72.45999908447266
2022-11-20,15.31700038909912,15.147000312805176,15.31700038909912,15.677000045776367,15.362259497971948,15.572900104522706,13.305059947967528,26734.277,3.78,3949.93994140625,11024.509765625,72.45999908447266
2022-11-21,15.31700038909912,15.147000312805176,15.31700038909912,15.409000396728516,15.362259497971948,15.572900104522706,13.305059947967528,26734.277,3.78,3949.93994140625,11024.509765625,72.45999908447266
2022-11-22,16.038000106811523,15.32800006866455,15.31700038909912,15.31700038909912,15.48512142685187,15.716500091552737,13.36319995880127,26734.277,3.78,4003.580078125,11174.41015625,75.25
2022-11-23,16.518999099731445,16.097999572753906,16.038000106811523,15.31700038909912,15.673099185557248,15.99079999923706,13.43101993560791,26734.277,3.78,4027.260009765625,11285.3203125,76.4000015258789
2022-11-24,16.270000457763672,16.31800079345703,16.518999099731445,15.31700038909912,15.781626689594775,16.04280004501343,13.497839946746826,26734.277,3.78,4026.1201171875,11226.3603515625,75.13999938964844
2022-11-25,16.270000457763672,16.31800079345703,16.270000457763672,16.038000106811523,15.781626689594775,16.04280004501343,13.497839946746826,26734.277,3.78,4026.1201171875,11226.3603515625,75.13999938964844
2022-11-26,15.82699966430664,16.025999069213867,16.270000457763672,16.518999099731445,15.78987632136057,15.992800045013428,13.550419940948489,26734.277,3.78,3963.93994140625,11049.5,73.19000244140625
2022-11-27,15.82699966430664,16.025999069213867,15.82699966430664,16.270000457763672,15.78987632136057,15.992800045013428,13.550419940948489,26734.277,3.78,3963.93994140625,11049.5,73.19000244140625
2022-11-28,15.82699966430664,16.025999069213867,15.82699966430664,16.270000457763672,15.78987632136057,15.992800045013428,13.550419940948489,26734.277,3.78,3963.93994140625,11049.5,73.19000244140625
2022-11-29,15.638999938964844,15.82699966430664,15.82699966430664,15.82699966430664,15.762444251834072,15.927200031280517,13.595559940338134,26734.277,3.78,3957.6298828125,10983.7802734375,73.38999938964844
2022-11-30,16.92300033569336,15.696999549865724,15.638999938964844,15.82699966430664,15.973454448899396,15.95290002822876,13.670499954223631,26734.277,3.78,4080.110107421875,11468.0,77.62999725341797
2022-12-01,17.135000228881836,16.999000549316406,16.92300033569336,15.82699966430664,16.184644590714385,16.07540006637573,13.74797996520996,26734.277,4.1,4076.570068359375,11482.4501953125,77.4800033569336
2022-12-02,16.875999450683594,16.659000396728516,17.135000228881836,15.638999938964844,16.310345474345148,16.195300006866454,13.834279956817626,26734.277,4.1,4071.699951171875,11461.5,74.9800033569336
2022-12-03,16.610000610351562,16.679000854492188,16.875999450683594,16.92300033569336,16.36482822634631,16.31540002822876,13.91615997314453,26734.277,4.1,3998.840087890625,11239.9404296875,73.62000274658203
2022-12-04,16.610000610351562,16.679000854492188,16.610000610351562,17.135000228881836,16.36482822634631,16.31540002822876,13.91615997314453,26734.277,4.1,3998.840087890625,11239.9404296875,73.62000274658203
2022-12-05,16.610000610351562,16.679000854492188,16.610000610351562,16.875999450683594,16.36482822634631,16.31540002822876,13.91615997314453,26734.277,4.1,3998.840087890625,11239.9404296875,73.62000274658203
2022-12-06,15.987000465393066,16.530000686645508,16.610000610351562,16.610000610351562,16.29613226980936,16.382400035858154,13.991339988708496,26734.277,4.1,3941.260009765625,11014.8896484375,70.2699966430664
2022-12-07,16.1200008392334,15.772000312805176,15.987000465393066,16.610000610351562,16.264108373341003,16.39060010910034,14.065480003356932,26734.277,4.1,3933.919921875,10958.5498046875,70.13999938964844
2022-12-08,17.16900062561035,16.273000717163086,16.1200008392334,16.610000610351562,16.428634237389975,16.455600261688232,14.154140014648435,26734.277,4.1,3963.510009765625,11082.0,70.47000122070312
2022-12-09,17.000999450683594,17.15999984741211,17.16900062561035,15.987000465393066,16.532700639806993,16.528700160980225,14.249759998321531,26734.277,4.1,3934.3798828125,11004.6201171875,68.58999633789062
2022-12-10,17.53499984741211,17.03700065612793,17.000999450683594,16.1200008392334,16.71493685937156,16.699500179290773,14.35767999649048,26734.277,4.1,3990.56005859375,11143.740234375,70.66999816894531
2022-12-11,17.53499984741211,17.03700065612793,17.53499984741211,17.16900062561035,16.71493685937156,16.699500179290773,14.35767999649048,26734.277,4.1,3990.56005859375,11143.740234375,70.66999816894531
2022-12-12,17.53499984741211,17.03700065612793,17.53499984741211,17.000999450683594,16.71493685937156,16.699500179290773,14.35767999649048,26734.277,4.1,3990.56005859375,11143.740234375,70.66999816894531
2022-12-13,18.07200050354004,18.5310001373291,17.53499984741211,17.53499984741211,16.961675703765827,16.94280023574829,14.468880004882813,26734.277,4.1,4019.64990234375,11256.8095703125,71.6500015258789
2022-12-14,17.673999786376953,17.98699951171875,18.07200050354004,17.53499984741211,17.091189173331486,17.01790018081665,14.559020004272462,26734.277,4.1,3995.320068359375,11170.8896484375,68.93000030517578
2022-12-15,16.95199966430664,17.145999908447266,17.673999786376953,17.53499984741211,17.065881989872423,16.99960012435913,14.633880004882812,26734.277,4.1,3895.75,10810.5302734375,66.52999877929688
2022-12-16,16.570999145507812,16.86400032043457,16.95199966430664,18.07200050354004,16.975903290897037,16.969100093841554,14.70269998550415,26734.277,4.1,3852.360107421875,10705.41015625,65.41000366210938
2022-12-17,16.253999710083008,16.57200050354004,16.570999145507812,17.673999786376953,16.844648094385395,16.933500003814697,14.78625997543335,26734.277,4.1,3817.659912109375,10546.0302734375,64.58999633789062
2022-12-18,16.253999710083008,16.57200050354004,16.253999710083008,16.95199966430664,16.844648094385395,16.933500003814697,14.78625997543335,26734.277,4.1,3817.659912109375,10546.0302734375,64.58999633789062
2022-12-19,16.253999710083008,16.57200050354004,16.253999710083008,16.570999145507812,16.844648094385395,16.933500003814697,14.78625997543335,26734.277,4.1,3817.659912109375,10546.0302734375,64.58999633789062
2022-12-20,16.084999084472656,16.06399917602539,16.253999710083008,16.253999710083008,16.70653009258308,16.943299865722658,14.874559955596924,26734.277,4.1,3821.6201171875,10547.1103515625,65.05000305175781
2022-12-21,16.500999450683594,16.11400032043457,16.084999084472656,16.253999710083008,16.66916088496499,16.981399726867675,14.972859935760498,26734.277,4.1,3878.43994140625,10709.3701171875,67.68000030517578
2022-12-22,15.33899974822998,16.0939998626709,16.500999450683594,16.253999710083008,16.427313405558625,16.798399639129638,15.049639930725098,26734.277,4.1,3822.389892578125,10476.1201171875,63.86000061035156
2022-12-23,15.206000328063965,15.196000099182127,15.33899974822998,16.084999084472656,16.205256482377777,16.618899726867674,15.114559936523438,26734.277,4.1,3844.820068359375,10497.8603515625,64.5199966430664
2022-12-24,14.121000289916992,15.074000358581545,15.206000328063965,16.500999450683594,15.826300811021271,16.277499771118165,15.172439937591554,26734.277,4.1,3829.25,10353.23046875,63.27000045776367
2022-12-25,14.121000289916992,15.074000358581545,14.121000289916992,15.33899974822998,15.826300811021271,16.277499771118165,15.172439937591554,26734.277,4.1,3829.25,10353.23046875,63.27000045776367
2022-12-26,14.121000289916992,15.074000358581545,14.121000289916992,15.206000328063965,15.826300811021271,16.277499771118165,15.172439937591554,26734.277,4.1,3829.25,10353.23046875,63.27000045776367
2022-12-27,14.121000289916992,15.074000358581545,14.121000289916992,14.121000289916992,15.826300811021271,16.277499771118165,15.172439937591554,26734.277,4.1,3829.25,10353.23046875,63.27000045776367
2022-12-28,14.03600025177002,13.927000045776367,14.121000289916992,14.121000289916992,15.500791618430132,15.873899745941165,15.215399951934817,26734.277,4.1,3783.219970703125,10213.2900390625,62.56999969482422
2022-12-29,14.602999687194824,14.402000427246094,14.03600025177002,14.121000289916992,15.337556721841894,15.566799736022949,15.268119945526124,26734.277,4.1,3849.280029296875,10478.08984375,64.81999969482422
2022-12-30,14.61400032043457,14.333999633789062,14.602999687194824,14.121000289916992,15.206001012495108,15.332999801635742,15.319379959106444,26734.277,4.1,3839.5,10466.48046875,64.7699966430664
2022-12-31,14.3149995803833,14.85099983215332,14.61400032043457,14.03600025177002,15.044000752111142,15.107399845123291,15.3617999458313,27164.359,4.33,3824.139892578125,10386.98046875,64.0199966430664
2023-01-01,14.3149995803833,14.85099983215332,14.3149995803833,14.602999687194824,15.044000752111142,15.107399845123291,15.3617999458313,27164.359,4.33,3824.139892578125,10386.98046875,64.0199966430664
2023-01-02,14.3149995803833,14.85099983215332,14.3149995803833,14.61400032043457,15.044000752111142,15.107399845123291,15.3617999458313,27164.359,4.33,3824.139892578125,10386.98046875,64.0199966430664
2023-01-03,14.3149995803833,14.85099983215332,14.3149995803833,14.3149995803833,15.044000752111142,15.107399845123291,15.3617999458313,27164.359,4.33,3824.139892578125,10386.98046875,64.0199966430664
2023-01-04,14.74899959564209,14.56700038909912,14.3149995803833,14.3149995803833,14.990364178207678,14.9568998336792,15.407459945678712,27164.359,4.33,3852.969970703125,10458.759765625,64.66000366210938
2023-01-05,14.265000343322754,14.491000175476074,14.74899959564209,14.3149995803833,14.858479844592235,14.774899959564207,15.440779953002927,27164.359,4.33,3808.10009765625,10305.240234375,62.33000183105469
