Unnamed: 0,Close_NVDA,Open_NVDA,Lag_Close_1,Lag_Close_3,EMA10_,MA10_,MA50_,GDP,Interest_Rate,^GSPC_Close,^IXIC_Close,AMD_Close,INTC_Close
1999-01-22,0.0410160012543201,0.0437499992549419,0.0410160012543201,0.0410160012543201,0.0410160012543201,0.0406642001122236,0.0426015998423099,9411.682,4.63,1225.18994140625,2338.8798828125,10.78125,32.21875
1999-01-23,0.0453130006790161,0.0442709997296333,0.0410160012543201,0.0410160012543201,0.0417972738769921,0.0406642001122236,0.0426015998423099,9411.682,4.63,1233.97998046875,2369.31005859375,10.71875,32.65625
1999-01-24,0.0453130006790161,0.0442709997296333,0.0453130006790161,0.0410160012543201,0.0417972738769921,0.0406642001122236,0.0426015998423099,9411.682,4.63,1233.97998046875,2369.31005859375,10.71875,32.65625
1999-01-25,0.0453130006790161,0.0442709997296333,0.0453130006790161,0.0410160012543201,0.0417972738769921,0.0406642001122236,0.0426015998423099,9411.682,4.63,1233.97998046875,2369.31005859375,10.71875,32.65625
1999-01-26,0.041797000914812,0.0458329990506172,0.0453130006790161,0.0453130006790161,0.0417972242475048,0.0406642001122236,0.0426015998423099,9411.682,4.63,1252.31005859375,2433.409912109375,11.0,34.234375
1999-01-27,0.0416669994592666,0.0419269986450672,0.041797000914812,0.0453130006790161,0.0417735470132797,0.0406642001122236,0.0426015998423099,9411.682,4.63,1243.1700439453125,2407.139892578125,10.625,33.1875
1999-01-28,0.0415359996259212,0.0416669994592666,0.0416669994592666,0.0453130006790161,0.0417303565792145,0.0406642001122236,0.0426015998423099,9411.682,4.63,1265.3699951171875,2477.340087890625,11.4375,34.296875
1999-01-29,0.0395830012857914,0.0415359996259212,0.0415359996259212,0.041797000914812,0.0413399283440466,0.0406642001122236,0.0426015998423099,9411.682,4.63,1279.6400146484375,2505.889892578125,11.46875,35.234375
1999-01-30,0.0403649993240833,0.0395830012857914,0.0395830012857914,0.0416669994592666,0.0411626685222351,0.0406642001122236,0.0426015998423099,9411.682,4.76,1273.0,2510.090087890625,12.4375,34.46875
1999-01-31,0.0403649993240833,0.0395830012857914,0.0403649993240833,0.0415359996259212,0.0411626685222351,0.0406642001122236,0.0426015998423099,9411.682,4.76,1273.0,2510.090087890625,12.4375,34.46875
1999-02-01,0.0403649993240833,0.0395830012857914,0.0403649993240833,0.0395830012857914,0.0411626685222351,0.0406642001122236,0.0426015998423099,9411.682,4.76,1273.0,2510.090087890625,12.4375,34.46875
